"","X1","age","sex","education","pes19_votechoice2019","vote_liberal","vote_conservative","vote_bloc","vote_ndp","vote_green","vote_ppc","vote_other","vote_spoil","age_cat"
"3948",4120,71,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"3949",4121,70,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"3950",4122,37,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"3951",4123,79,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"3952",4125,43,"Male","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"3953",4126,58,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"3954",4127,50,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"3955",4128,46,"Female","Bachelors","NDP",0,0,0,1,0,0,0,0,"[30,50)"
"3956",4130,42,"Female","High School","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"3957",4131,59,"Female","High School","Green Party",0,0,0,0,1,0,0,0,"[50,65)"
"3958",4132,52,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"3959",4133,44,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"3960",4134,56,"Male","Below Bachelors","Green Party",0,0,0,0,1,0,0,0,"[50,65)"
"3961",4135,70,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"3962",4136,35,"Female","High School","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"3963",4138,23,"Female","Graduate Degree","NDP",0,0,0,1,0,0,0,0,"[18,30)"
"3964",4139,67,"Male","Below High School","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"3965",4140,67,"Female","Bachelors","Green Party",0,0,0,0,1,0,0,0,"[65,Inf)"
"3966",4141,78,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"3967",4142,46,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"3968",4143,49,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"3969",4144,45,"Female","High School","NDP",0,0,0,1,0,0,0,0,"[30,50)"
"3970",4145,43,"Male","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"3971",4146,51,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"3972",4147,53,"Female","Below Bachelors","Bloc Qu̩b̩cois",0,0,1,0,0,0,0,0,"[50,65)"
"3973",4148,47,"Male","Graduate Degree","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"3974",4149,51,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"3975",4150,53,"Female","Graduate Degree","Green Party",0,0,0,0,1,0,0,0,"[50,65)"
"3976",4151,66,"Male","Below Bachelors","People's Party",0,0,0,0,0,1,0,0,"[65,Inf)"
"3977",4152,34,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"3978",4153,49,"Female","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"3979",4154,65,"Female","High School","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"3980",4156,49,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"3981",4157,58,"Female","High School","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"3982",4160,56,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"3983",4161,64,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"3984",4162,58,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"3985",4163,76,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"3986",4164,54,"Female","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[50,65)"
"3987",4165,33,"Male","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[30,50)"
"3988",4166,63,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"3989",4167,73,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"3990",4168,34,"Female","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[30,50)"
"3991",4169,64,"Male","Graduate Degree","Bloc Qu̩b̩cois",0,0,1,0,0,0,0,0,"[50,65)"
"3992",4170,64,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"3993",4171,68,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"3994",4172,61,"Female","High School","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"3995",4173,72,"Male","Below High School","NDP",0,0,0,1,0,0,0,0,"[65,Inf)"
"3996",4174,55,"Male","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"3997",4175,44,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"3998",4176,41,"Female","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"3999",4177,62,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"4000",4178,49,"Female","Bachelors","Green Party",0,0,0,0,1,0,0,0,"[30,50)"
"4001",4179,54,"Male","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[50,65)"
"4002",4180,63,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"4003",4181,43,"Male","Bachelors","NDP",0,0,0,1,0,0,0,0,"[30,50)"
"4004",4182,56,"Female","Bachelors","NDP",0,0,0,1,0,0,0,0,"[50,65)"
"4005",4183,40,"Female","High School","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"4006",4184,61,"Male","High School","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"4007",4185,61,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"4008",4186,69,"Male","Bachelors","NDP",0,0,0,1,0,0,0,0,"[65,Inf)"
"4009",4187,59,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"4010",4188,63,"Male","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"4011",4189,71,"Male","Graduate Degree","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"4012",4190,78,"Female","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"4013",4191,53,"Female","Below Bachelors","People's Party",0,0,0,0,0,1,0,0,"[50,65)"
"4014",4192,62,"Female","Bachelors","NDP",0,0,0,1,0,0,0,0,"[50,65)"
"4015",4193,66,"Female","Below Bachelors","Green Party",0,0,0,0,1,0,0,0,"[65,Inf)"
"4016",4195,66,"Female","Below Bachelors","Green Party",0,0,0,0,1,0,0,0,"[65,Inf)"
"4017",4196,78,"Female","Graduate Degree","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"4018",4197,66,"Male","Below Bachelors","Green Party",0,0,0,0,1,0,0,0,"[65,Inf)"
"4019",4198,61,"Female","High School","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"4020",4199,59,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"4021",4200,67,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"4022",4201,66,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"4023",4202,40,"Female","Below Bachelors","Green Party",0,0,0,0,1,0,0,0,"[30,50)"
"4024",4203,63,"Female","Below High School","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"4025",4204,60,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"4026",4205,73,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"4027",4206,76,"Male","Below Bachelors","Green Party",0,0,0,0,1,0,0,0,"[65,Inf)"
"4028",4207,63,"Male","Graduate Degree","Green Party",0,0,0,0,1,0,0,0,"[50,65)"
"4029",4208,59,"Female","High School","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"4030",4209,39,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"4031",4210,77,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"4032",4211,43,"Female","Bachelors","NDP",0,0,0,1,0,0,0,0,"[30,50)"
"4033",4212,56,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"4034",4213,46,"Female","High School","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"4035",4214,76,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"4036",4215,61,"Female","Below Bachelors","Green Party",0,0,0,0,1,0,0,0,"[50,65)"
"4037",4216,61,"Female","Below Bachelors","Green Party",0,0,0,0,1,0,0,0,"[50,65)"
"4038",4217,63,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"4039",4218,77,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"4040",4219,60,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"4041",4220,60,"Female","Bachelors","Green Party",0,0,0,0,1,0,0,0,"[50,65)"
"4042",4221,99,"Male","Below High School","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"4043",4222,74,"Female","Below High School","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"4044",4223,73,"Male","Bachelors","NDP",0,0,0,1,0,0,0,0,"[65,Inf)"
"4045",4224,39,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"4046",4225,76,"Female","High School","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"4047",4226,51,"Female","Bachelors","NDP",0,0,0,1,0,0,0,0,"[50,65)"
"4048",4227,71,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"4049",4228,56,"Female","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[50,65)"
"4050",4229,49,"Female","Below High School","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"4051",4230,52,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"4052",4231,65,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"4053",4234,64,"Female","High School","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"4054",4235,40,"Female","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[30,50)"
"4055",4236,71,"Female","Below Bachelors","Bloc Qu̩b̩cois",0,0,1,0,0,0,0,0,"[65,Inf)"
"4056",4238,62,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"4057",4239,87,"Male","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[65,Inf)"
"4058",4240,71,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"4059",4241,63,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"4060",4242,44,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"4061",4243,33,"Female","Bachelors","Green Party",0,0,0,0,1,0,0,0,"[30,50)"
"4062",4244,72,"Female","High School","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"4063",4245,63,"Male","Bachelors","People's Party",0,0,0,0,0,1,0,0,"[50,65)"
"4064",4246,61,"Female","Below High School","Green Party",0,0,0,0,1,0,0,0,"[50,65)"
"4065",4247,24,"Female","Bachelors","NDP",0,0,0,1,0,0,0,0,"[18,30)"
"4066",4248,75,"Male","Graduate Degree","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"4067",4249,34,"Female","Below Bachelors","People's Party",0,0,0,0,0,1,0,0,"[30,50)"
"4068",4250,71,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"4069",4251,90,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"4070",4252,81,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"4071",4253,50,"Female","Graduate Degree","Green Party",0,0,0,0,1,0,0,0,"[50,65)"
"4072",4254,66,"Male","Bachelors","NDP",0,0,0,1,0,0,0,0,"[65,Inf)"
"4073",4255,56,"Female","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"4074",4256,66,"Female","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[65,Inf)"
"4075",4257,41,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"4076",4258,50,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"4077",4259,36,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"4078",4260,31,"Female","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"4079",4261,75,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"4080",4264,56,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"4081",4265,66,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"4082",4266,51,"Male","Below High School","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"4083",4267,65,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"4084",4268,41,"Female","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[30,50)"
"4085",4269,31,"Female","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[30,50)"
"4086",4270,51,"Male","Below Bachelors","Green Party",0,0,0,0,1,0,0,0,"[50,65)"
"4087",4271,53,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"4088",4272,33,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"4089",4273,70,"Female","Bachelors","NDP",0,0,0,1,0,0,0,0,"[65,Inf)"
"4090",4274,53,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"4091",4275,44,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"4092",4276,43,"Female","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"4093",4277,81,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"4094",4278,63,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"4095",4279,78,"Male","Graduate Degree","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"4096",4280,19,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[18,30)"
"4097",4281,39,"Male","Bachelors","NDP",0,0,0,1,0,0,0,0,"[30,50)"
"4098",4282,40,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"4099",4283,19,"Female","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[18,30)"
"4100",4284,66,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"4101",4285,33,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"4102",4286,67,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"4103",4287,65,"Female","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"4104",4288,52,"Female","High School","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"4105",4289,34,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"4106",4290,69,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"4107",4291,43,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"4108",4292,66,"Female","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"4109",4293,49,"Male","Bachelors","Bloc Qu̩b̩cois",0,0,1,0,0,0,0,0,"[30,50)"
"4110",4294,61,"Female","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"4111",4295,74,"Female","High School","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"4112",4296,30,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"4113",4298,40,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"4114",4299,75,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"4115",4300,71,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"4116",4301,60,"Female","Graduate Degree","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"4117",4303,61,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"4118",4304,54,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"4119",4305,35,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"4120",4306,61,"Female","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[50,65)"
"4121",4308,75,"Male","Graduate Degree","NDP",0,0,0,1,0,0,0,0,"[65,Inf)"
"4122",4309,55,"Male","Graduate Degree","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"4123",4310,65,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"4124",4311,48,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"4125",4312,49,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"4126",4313,61,"Male","Bachelors","Green Party",0,0,0,0,1,0,0,0,"[50,65)"
"4127",4314,66,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"4128",4315,71,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"4129",4316,74,"Female","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"4130",4317,55,"Female","Graduate Degree","Green Party",0,0,0,0,1,0,0,0,"[50,65)"
"4131",4318,40,"Female","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[30,50)"
"4132",4319,63,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"4133",4320,58,"Male","High School","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"4134",4321,45,"Male","Graduate Degree","NDP",0,0,0,1,0,0,0,0,"[30,50)"
"4135",4322,58,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"4136",4323,59,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"4137",4324,74,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"4138",4325,79,"Male","Graduate Degree","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"4139",4326,38,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"4140",4327,64,"Female","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[50,65)"
"4141",4328,62,"Male","High School","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"4142",4329,67,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"4143",4330,73,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"4144",4331,51,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"4145",4332,19,"Female","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[18,30)"
"4146",4333,79,"Male","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"4147",4334,62,"Female","High School","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"4148",4335,48,"Female","Bachelors","NDP",0,0,0,1,0,0,0,0,"[30,50)"
"4149",4337,76,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"4150",4338,64,"Female","High School","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"4151",4339,29,"Female","Bachelors","NDP",0,0,0,1,0,0,0,0,"[18,30)"
"4152",4340,48,"Female","High School","NDP",0,0,0,1,0,0,0,0,"[30,50)"
"4153",4341,55,"Female","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"4154",4342,67,"Male","High School","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"4155",4343,55,"Female","Below Bachelors","People's Party",0,0,0,0,0,1,0,0,"[50,65)"
"4156",4344,73,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"4157",4345,46,"Female","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"4158",4346,58,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"4159",4347,66,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"4160",4348,50,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"4161",4349,49,"Female","Graduate Degree","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"4162",4350,44,"Female","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"4163",4351,61,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"4164",4352,78,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"4165",4353,51,"Male","Graduate Degree","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"4166",4354,59,"Male","Graduate Degree","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"4167",4355,58,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"4168",4356,67,"Female","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"4169",4358,36,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"4170",4359,63,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"4171",4360,51,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"4172",4361,78,"Female","High School","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"4173",4362,65,"Female","High School","Green Party",0,0,0,0,1,0,0,0,"[65,Inf)"
"4174",4363,66,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"4175",4364,60,"Female","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[50,65)"
"4176",4365,82,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"4177",4366,34,"Female","Graduate Degree","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"4178",4367,39,"Female","Bachelors","People's Party",0,0,0,0,0,1,0,0,"[30,50)"
"4179",4368,25,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[18,30)"
"4180",4369,49,"Female","High School","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"4181",4370,29,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[18,30)"
"4182",4371,55,"Male","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[50,65)"
"4183",4372,38,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"4184",4373,66,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"4185",4374,59,"Female","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[50,65)"
"4186",4375,78,"Female","High School","NDP",0,0,0,1,0,0,0,0,"[65,Inf)"
"4187",4376,70,"Female","Graduate Degree","Green Party",0,0,0,0,1,0,0,0,"[65,Inf)"
"4188",4377,62,"Female","Graduate Degree","NDP",0,0,0,1,0,0,0,0,"[50,65)"
"4189",4378,64,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"4190",4379,19,"Male","Graduate Degree","Conservative Party",0,1,0,0,0,0,0,0,"[18,30)"
"4191",4380,95,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"4192",4381,67,"Female","High School","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"4193",4382,66,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"4194",4383,79,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"4195",4384,53,"Female","Graduate Degree","NDP",0,0,0,1,0,0,0,0,"[50,65)"
"4196",4385,73,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"4197",4386,37,"Female","Below Bachelors","I spoiled my vote",0,0,0,0,0,0,0,1,"[30,50)"
"4198",4387,77,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"4199",4388,45,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"4200",4389,28,"Female","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[18,30)"
"4201",4390,66,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"4202",4391,73,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"4203",4392,66,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"4204",4393,71,"Male","High School","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"4205",4394,40,"Female","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[30,50)"
"4206",4395,79,"Male","Graduate Degree","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"4207",4396,74,"Female","High School","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"4208",4397,74,"Male","Below High School","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"4209",4398,48,"Male","High School","Another party (specify)",0,0,0,0,0,0,1,0,"[30,50)"
"4210",4399,64,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"4211",4400,35,"Female","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"4212",4401,65,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"4213",4402,30,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"4214",4403,76,"Male","Graduate Degree","NDP",0,0,0,1,0,0,0,0,"[65,Inf)"
"4215",4404,55,"Female","Bachelors","NDP",0,0,0,1,0,0,0,0,"[50,65)"
"4216",4405,55,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"4217",4406,31,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"4218",4407,48,"Female","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[30,50)"
"4219",4408,70,"Male","Below High School","NDP",0,0,0,1,0,0,0,0,"[65,Inf)"
