"","X1","age","sex","education","pes19_votechoice2019","vote_liberal","vote_conservative","vote_bloc","vote_ndp","vote_green","vote_ppc","vote_other","vote_spoil","age_cat"
"287",298,51,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"288",299,59,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"289",300,65,"Female","Graduate Degree","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"290",301,45,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"291",302,38,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"292",303,57,"Female","High School","NDP",0,0,0,1,0,0,0,0,"[50,65)"
"293",304,46,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"294",305,77,"Male","High School","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"295",306,29,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[18,30)"
"296",307,32,"Male","Bachelors","Another party (specify)",0,0,0,0,0,0,1,0,"[30,50)"
"297",308,55,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"298",309,26,"Male","High School","People's Party",0,0,0,0,0,1,0,0,"[18,30)"
"299",310,57,"Female","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[50,65)"
"300",311,47,"Female","High School","NDP",0,0,0,1,0,0,0,0,"[30,50)"
"301",312,63,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"302",313,63,"Male","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"303",314,81,"Male","High School","NDP",0,0,0,1,0,0,0,0,"[65,Inf)"
"304",315,61,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"305",316,65,"Male","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[65,Inf)"
"306",317,27,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[18,30)"
"307",318,65,"Female","High School","NDP",0,0,0,1,0,0,0,0,"[65,Inf)"
"308",319,76,"Female","High School","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"309",320,77,"Male","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"310",321,55,"Female","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"311",322,60,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"312",323,43,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"313",324,68,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"314",325,83,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"315",326,70,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"316",328,52,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"317",329,29,"Female","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[18,30)"
"318",330,58,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"319",331,59,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"320",332,72,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"321",333,61,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"322",334,67,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"323",335,45,"Female","Graduate Degree","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"324",336,58,"Male","Below Bachelors","Green Party",0,0,0,0,1,0,0,0,"[50,65)"
"325",337,59,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"326",338,65,"Male","High School","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"327",339,29,"Female","Below Bachelors","People's Party",0,0,0,0,0,1,0,0,"[18,30)"
"328",340,55,"Female","Below High School","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"329",341,49,"Male","Below High School","Another party (specify)",0,0,0,0,0,0,1,0,"[30,50)"
"330",342,67,"Female","High School","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"331",343,59,"Female","High School","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"332",344,81,"Male","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[65,Inf)"
"333",345,62,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"334",346,77,"Female","High School","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"335",347,69,"Female","High School","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"336",348,51,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"337",349,52,"Male","High School","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"338",350,72,"Male","Graduate Degree","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"339",351,67,"Male","High School","NDP",0,0,0,1,0,0,0,0,"[65,Inf)"
"340",352,65,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"341",353,78,"Male","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"342",354,57,"Female","High School","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"343",355,99,"Female","Bachelors","NDP",0,0,0,1,0,0,0,0,"[65,Inf)"
"344",356,62,"Male","High School","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"345",357,67,"Female","Below Bachelors","Green Party",0,0,0,0,1,0,0,0,"[65,Inf)"
"346",358,61,"Female","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[50,65)"
"347",359,61,"Female","High School","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"348",360,65,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"349",361,55,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"350",362,21,"Female","High School","NDP",0,0,0,1,0,0,0,0,"[18,30)"
"351",363,48,"Male","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[30,50)"
"352",364,86,"Male","Below Bachelors","Bloc Qu̩b̩cois",0,0,1,0,0,0,0,0,"[65,Inf)"
"353",365,45,"Male","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"354",366,54,"Male","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[50,65)"
"355",367,55,"Female","Below High School","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"356",368,38,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"357",369,43,"Male","Below High School","NDP",0,0,0,1,0,0,0,0,"[30,50)"
"358",370,66,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"359",371,72,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"360",372,74,"Female","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"361",373,39,"Female","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[30,50)"
"362",374,61,"Male","High School","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"363",375,37,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"364",376,74,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"365",377,69,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"366",378,43,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"367",379,68,"Female","High School","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"368",380,66,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"369",381,68,"Male","High School","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"370",382,75,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"371",383,60,"Female","High School","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"372",384,65,"Female","High School","NDP",0,0,0,1,0,0,0,0,"[65,Inf)"
"373",385,65,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"374",386,58,"Male","Below Bachelors","Green Party",0,0,0,0,1,0,0,0,"[50,65)"
"375",387,73,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"376",388,28,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[18,30)"
"377",389,71,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"378",390,71,"Male","Below High School","NDP",0,0,0,1,0,0,0,0,"[65,Inf)"
"379",391,40,"Male","Graduate Degree","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"380",392,75,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"381",393,71,"Female","Below High School","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"382",394,51,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"383",395,47,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"384",396,71,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"385",397,54,"Male","Graduate Degree","NDP",0,0,0,1,0,0,0,0,"[50,65)"
"386",398,66,"Female","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"387",399,67,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"388",400,55,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"389",402,59,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"390",403,71,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"391",404,76,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"392",405,27,"Male","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[18,30)"
"393",406,65,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"394",407,68,"Female","Below High School","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"395",408,58,"Female","Below High School","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"396",409,37,"Male","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[30,50)"
"397",410,57,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"398",411,38,"Female","High School","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"399",412,50,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"400",413,57,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"401",414,46,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"402",415,39,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"403",416,59,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"404",417,65,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"405",418,65,"Male","Below Bachelors","People's Party",0,0,0,0,0,1,0,0,"[65,Inf)"
"406",419,68,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"407",421,71,"Male","Graduate Degree","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"408",422,32,"Female","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[30,50)"
"409",423,49,"Male","Below High School","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"410",424,64,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"411",425,32,"Male","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"412",426,69,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"413",427,76,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"414",428,67,"Male","High School","Bloc Qu̩b̩cois",0,0,1,0,0,0,0,0,"[65,Inf)"
"415",429,63,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"416",430,75,"Female","High School","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"417",431,74,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"418",432,45,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"419",433,63,"Male","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[50,65)"
"420",434,66,"Male","Below Bachelors","Green Party",0,0,0,0,1,0,0,0,"[65,Inf)"
"421",435,60,"Female","Bachelors","NDP",0,0,0,1,0,0,0,0,"[50,65)"
"422",436,56,"Male","Bachelors","NDP",0,0,0,1,0,0,0,0,"[50,65)"
"423",437,65,"Male","Below Bachelors","Green Party",0,0,0,0,1,0,0,0,"[65,Inf)"
"424",438,38,"Female","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"425",439,70,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"426",440,74,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"427",441,86,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"428",442,74,"Female","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[65,Inf)"
"429",443,38,"Male","Bachelors","People's Party",0,0,0,0,0,1,0,0,"[30,50)"
"430",444,54,"Male","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[50,65)"
"431",445,51,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"432",446,66,"Female","Bachelors","NDP",0,0,0,1,0,0,0,0,"[65,Inf)"
"433",447,71,"Male","Below High School","NDP",0,0,0,1,0,0,0,0,"[65,Inf)"
"434",448,54,"Female","Graduate Degree","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"435",449,55,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"436",450,63,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"437",451,87,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"438",452,48,"Female","Graduate Degree","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"439",453,65,"Male","Bachelors","NDP",0,0,0,1,0,0,0,0,"[65,Inf)"
"440",454,65,"Male","Below Bachelors","Green Party",0,0,0,0,1,0,0,0,"[65,Inf)"
"441",455,66,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"442",456,55,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"443",457,58,"Male","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[50,65)"
"444",458,40,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"445",459,55,"Female","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[50,65)"
"446",460,43,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"447",461,65,"Male","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[65,Inf)"
"448",462,64,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"449",463,50,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"450",464,41,"Male","Below High School","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"451",465,61,"Male","Graduate Degree","NDP",0,0,0,1,0,0,0,0,"[50,65)"
"452",466,66,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"453",467,61,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"454",468,56,"Male","Graduate Degree","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"455",469,73,"Female","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"456",470,63,"Female","Bachelors","NDP",0,0,0,1,0,0,0,0,"[50,65)"
"457",471,36,"Male","Bachelors","NDP",0,0,0,1,0,0,0,0,"[30,50)"
"458",473,58,"Male","High School","Green Party",0,0,0,0,1,0,0,0,"[50,65)"
"459",474,41,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"460",475,55,"Female","High School","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"461",476,46,"Female","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"462",477,37,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"463",478,52,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"464",479,63,"Female","High School","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"465",480,73,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"466",481,63,"Female","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"467",482,74,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"468",483,61,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"469",484,51,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"470",485,37,"Male","Graduate Degree","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"471",486,53,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"472",487,30,"Female","Graduate Degree","NDP",0,0,0,1,0,0,0,0,"[30,50)"
"473",488,52,"Male","Graduate Degree","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"474",489,60,"Female","Below High School","NDP",0,0,0,1,0,0,0,0,"[50,65)"
"475",491,67,"Male","High School","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"476",492,31,"Female","Bachelors","NDP",0,0,0,1,0,0,0,0,"[30,50)"
"477",493,56,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"478",494,55,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"479",495,70,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"480",496,77,"Female","Bachelors","Green Party",0,0,0,0,1,0,0,0,"[65,Inf)"
"481",497,56,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"482",498,71,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"483",499,68,"Male","High School","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"484",500,66,"Female","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"485",501,38,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"486",502,37,"Male","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[30,50)"
"487",503,43,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"488",504,54,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"489",505,60,"Male","High School","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"490",506,66,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"491",507,73,"Male","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[65,Inf)"
"492",508,38,"Female","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"493",509,35,"Female","Bachelors","NDP",0,0,0,1,0,0,0,0,"[30,50)"
"494",510,69,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"495",511,50,"Female","Graduate Degree","Green Party",0,0,0,0,1,0,0,0,"[50,65)"
"496",512,42,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"497",513,28,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[18,30)"
"498",514,47,"Male","High School","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"499",515,34,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"500",516,50,"Male","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[50,65)"
"501",517,64,"Male","High School","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"502",518,74,"Male","Graduate Degree","Green Party",0,0,0,0,1,0,0,0,"[65,Inf)"
"503",519,32,"Male","Graduate Degree","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"504",522,56,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"505",523,35,"Male","Graduate Degree","NDP",0,0,0,1,0,0,0,0,"[30,50)"
"506",524,60,"Female","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"507",525,47,"Male","Graduate Degree","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"508",526,35,"Male","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"509",527,54,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"510",528,77,"Female","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"511",529,60,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"512",530,67,"Female","Graduate Degree","NDP",0,0,0,1,0,0,0,0,"[65,Inf)"
"513",531,76,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"514",532,61,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"515",533,69,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"516",534,57,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"517",535,63,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"518",536,60,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"519",537,61,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"520",539,71,"Female","Bachelors","Green Party",0,0,0,0,1,0,0,0,"[65,Inf)"
"521",540,51,"Male","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"522",541,51,"Male","Bachelors","Another party (specify)",0,0,0,0,0,0,1,0,"[50,65)"
"523",542,55,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"524",543,72,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"525",544,65,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"526",545,56,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"527",546,76,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"528",547,69,"Female","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"529",548,52,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"530",549,60,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"531",550,71,"Male","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"532",551,47,"Female","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"533",552,72,"Male","Below High School","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"534",553,66,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"535",554,74,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"536",555,44,"Male","High School","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"537",556,38,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"538",557,27,"Male","Graduate Degree","Liberal Party",1,0,0,0,0,0,0,0,"[18,30)"
"539",558,50,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"540",559,64,"Male","Bachelors","People's Party",0,0,0,0,0,1,0,0,"[50,65)"
"541",560,77,"Male","Graduate Degree","Conservative Party",0,1,0,0,0,0,0,0,"[65,Inf)"
"542",561,79,"Female","Below Bachelors","Another party (specify)",0,0,0,0,0,0,1,0,"[65,Inf)"
"543",562,62,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"544",563,45,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"545",564,44,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"546",565,55,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"547",566,60,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"548",567,64,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[50,65)"
"549",568,65,"Male","Below Bachelors","People's Party",0,0,0,0,0,1,0,0,"[65,Inf)"
"550",569,38,"Male","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"551",570,44,"Female","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"552",571,77,"Female","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[65,Inf)"
"553",572,54,"Male","Bachelors","NDP",0,0,0,1,0,0,0,0,"[50,65)"
"554",573,60,"Female","Below Bachelors","NDP",0,0,0,1,0,0,0,0,"[50,65)"
"555",574,46,"Male","Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"556",575,55,"Female","Bachelors","NDP",0,0,0,1,0,0,0,0,"[50,65)"
"557",576,44,"Female","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"558",577,63,"Male","High School","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"559",578,52,"Female","Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"560",580,53,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"561",581,22,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[18,30)"
"562",582,58,"Male","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[50,65)"
"563",583,40,"Male","Below Bachelors","Liberal Party",1,0,0,0,0,0,0,0,"[30,50)"
"564",584,54,"Female","Below Bachelors","People's Party",0,0,0,0,0,1,0,0,"[50,65)"
"565",585,48,"Male","High School","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"566",586,40,"Female","High School","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"567",587,41,"Female","Below Bachelors","Conservative Party",0,1,0,0,0,0,0,0,"[30,50)"
"568",588,86,"Male","Bachelors","Another party (specify)",0,0,0,0,0,0,1,0,"[65,Inf)"
